Product Name,SKU,Description,Image URL,Product URL
"Nike Air Max 1 '86 OG Golf
White Black Gum",FN0697-100,"The Nike Air Max 1 '86 OG Golf White Black Gum brings the iconic Air Max 1 silhouette to the golf course with style and performance. This golf-ready adaptation features a clean white leather upper accented with black Swoosh branding and heel details. The classic gum rubber outsole provides excellent traction on the greens, while maintaining the timeless aesthetic of the original Air Max 1 design. Engineered for comfort and stability during your round, this shoe incorporates Nike's renowned Air cushioning technology in the heel for responsive impact protection. The waterproof upper ensures your feet stay dry in various weather conditions, making it a versatile choice for golfers. With its blend of retro style and modern golf functionality, the Nike Air Max 1 '86 OG Golf White Black Gum is perfect for fashion-conscious players who want to make a statement on the course. Us at StockX believe this product is great for golfers seeking a combination of classic sneaker style and on-course performance, offering both comfort and a touch of nostalgia in every swing.",https://images.stockx.com/360/Nike-Air-Max-1-86-OG-Golf-White-Black-Gum/Images/Nike-Air-Max-1-86-OG-Golf-White-Black-Gum/Lv2/img01.jpg,https://stockx.com/nike-air-max-1-86-og-golf-white-black-gum
"Nike Phantom GX 2 Elite AG
Prism Pack",FJ2554-800,,,https://stockx.com/nike-phantom-gx-2-elite-ag-prism-pack
"Nike Mercurial Vapor 16 Pro TF
Mad Energy Pack",FQ8687-800,,,https://stockx.com/nike-mercurial-vapor-16-pro-tf-mad-energy-pack
"Nike Diamond Turf 93 TD
White Black",HF5298-101,,,https://stockx.com/nike-diamond-turf-93-td-white-black
"Nike Zoom Mercurial Vapor 16 Elite FG
Heritage Black Solar Red",HV9915-001,,https://images.stockx.com/360/Nike-Zoom-Mercurial-Vapor-16-Elite-FG-Heritage-Black-Solar-Red/Images/Nike-Zoom-Mercurial-Vapor-16-Elite-FG-Heritage-Black-Solar-Red/Lv2/img01.jpg,https://stockx.com/nike-zoom-mercurial-vapor-16-elite-fg-heritage-black-solar-red
"Nike Zoom Superfly Elite 2
Sail Fierce Pink",CD4382-101,,,https://stockx.com/nike-zoom-superfly-elite-2-sail-fierce-pink
"Nike ReactX Rejuven8
Elemental Pink (Women's)",HV5062-600,,https://images.stockx.com/360/Nike-ReactX-Rejuven8-Elemental-Pink-Womens/Images/Nike-ReactX-Rejuven8-Elemental-Pink-Womens/Lv2/img01.jpg,https://stockx.com/nike-reactx-rejuven8-elemental-pink-womens
"Nike Zoom Mercurial Superfly 9 Elite FG
Lemonade",DJ4977-700,,https://images.stockx.com/360/Nike-Zoom-Mercurial-Superfly-9-Elite-FG-Lemonade/Images/Nike-Zoom-Mercurial-Superfly-9-Elite-FG-Lemonade/Lv2/img01.jpg,https://stockx.com/nike-zoom-mercurial-superfly-9-elite-fg-lemonade
"Nike Air Max Goadome
Black",865031-009,"The trail boot-inspired Nike Air Max Goadome Black made its debut as part of the Nike Sportswear in November 2016.

Nike Air Max Goadome Black has a fully Black colorway. The boot is made of premium leather synthetic materials. Its upper features richly detailed leather and a Nike Air Max cushioning that ensures a clean, classic look with lasting comfort. The design is finished off by a waterproof finish and an aggressive outsole pattern that offers in and outdoor durability.

During its release in November 2016, the triple black colored Nike Air Max Goadome Black retailed at $170.",https://images.stockx.com/360/Nike-Air-Max-Goadome-Black/Images/Nike-Air-Max-Goadome-Black/Lv2/img01.jpg,https://stockx.com/nike-air-max-goadome-black
"Nike Air Zoom Victory 2
Blueprint Pack",FD8412-900,,https://images.stockx.com/360/Nike-Air-Zoom-Victory-2-Blueprint-Pack/Images/Nike-Air-Zoom-Victory-2-Blueprint-Pack/Lv2/img01.jpg,https://stockx.com/nike-air-zoom-victory-2-blueprint-pack
"Nike Kobe Kawa Slide
Dodgers (GS)",IF2871-400,,,https://stockx.com/nike-kobe-kawa-slide-dodgers-gs
"Nike Tiempo Legend 10 Pro TF
Soar White",DV4336-400,,,https://stockx.com/nike-tiempo-legend-10-pro-tf-soar-white
"Nike Victory Tour 4
PGA Championship",HJ4503-001,,,https://stockx.com/nike-victory-tour-4-pga-championship
"Nike Manoa
Haystack",454350-700,"The Nike Manoa Haystack is a popular boot-style sneaker that was released as part of the Nike Manoa series.

The Manoa Haystack features a premium leather upper in a Haystack colorway, which provides durability and comfort. The shoe also features a gusseted tongue and padded collar, which provide extra comfort and protection from the elements. The shoe has a Phylon midsole, which is designed to provide cushioning and support with each step.

We think that one of the outstanding features of the Nike Manoa Haystack is its outsole. The rubber outsole features a distinctive lug pattern that helps to enhance traction further, making it easier to grip onto uneven or rocky outdoor surfaces. The outsole is also thick and rugged, which helps to protect your feet from sharp rocks or other obstacles you may encounter while hiking or exploring outdoors. The shoe was released on October 1st, 2019, at a retail price of $90.",https://images.stockx.com/360/Nike-Manoa-Haystack/Images/Nike-Manoa-Haystack/Lv2/img01.jpg,https://stockx.com/nike-manoa-haystack
"Nike Air Zoom Maxfly 2 FP
Blueprint Pack",FD8396-900,"The Nike Air Zoom Maxfly 2 FP Blueprint Pack is a high-performance sprinting shoe, designed for events up to 400m. It's engineered to propel explosive movement.

The Nike Air Zoom unit in these spikes has been specially adapted for elite athletes. It's divided into two compartments in the forefoot, providing slimmed down cushioning without adding any noticeable extra weight. These super-sleek shoes also have a carbon fiber insole that gives extremely sturdy support. The plain white colorway features a bright blue Swoosh, and the front undersole is punctuated by a flame-colored gradient.

Our experts really appreciated how light these sprinting shoes are. The updates on the original Maxfly 1 also have a noticeable effect. The middle front spike has been removed, and the platform has been raised on the side where the big toe rests. This contoured fit improves stability when running bends on a track. The Nike Air Zoom Maxfly 2 FP Blueprint Pack was released on July 3, 2024, priced at $190.",https://images.stockx.com/360/Air-Zoom-Maxfly-2-FP-Blueprint-Pack/Images/Air-Zoom-Maxfly-2-FP-Blueprint-Pack/Lv2/img01.jpg,https://stockx.com/nike-air-zoom-maxfly-2-fp-blueprint-pack
"Nike Zoom Mercurial Vapor 16 Elite FG
United Pack",HF1605-500,,,https://stockx.com/nike-zoom-mercurial-vapor-16-elite-fg-united-pack
"Nike Phantom Luna 2 Elite FG
Blue Fury",FJ2572-400,,https://images.stockx.com/360/Nike-Phantom-Luna-2-Elite-FG-Blue-Fury/Images/Nike-Phantom-Luna-2-Elite-FG-Blue-Fury/Lv2/img01.jpg,https://stockx.com/nike-phantom-luna-2-elite-fg-blue-fury
"Nike Zoom Mercurial Vapor 1 RGN SE FG
Dark Cinder Maize",HV0888-200,,https://images.stockx.com/360/Nike-Zoom-Mercurial-Vapor-1-FG-Dark-Cinder-Maize/Images/Nike-Zoom-Mercurial-Vapor-1-FG-Dark-Cinder-Maize/Lv2/img01.jpg,https://stockx.com/nike-zoom-mercurial-vapor-1-fg-dark-cinder-maize
"Nike Mercurial Superfly 10 Elite FG
Black Deep Jungle",FQ1454-002,,https://images.stockx.com/360/Nike-Mercurial-Superfly-10-Elite-FG-Black-Deep-Jungle/Images/Nike-Mercurial-Superfly-10-Elite-FG-Black-Deep-Jungle/Lv2/img01.jpg,https://stockx.com/nike-mercurial-superfly-10-elite-fg-black-deep-jungle
"Nike Premier 3 TF
Black White",HM0283-001/AT6178-010,,https://images.stockx.com/360/Nike-Premier-3-TF-Black-White/Images/Nike-Premier-3-TF-Black-White/Lv2/img01.jpg,https://stockx.com/nike-premier-3-tf-black-white
"Nike ReactX Rejuven8
Sail (Women's)",HV5062-101,,https://images.stockx.com/360/Nike-ReactX-Rejuven8-Sail-Womens/Images/Nike-ReactX-Rejuven8-Sail-Womens/Lv2/img01.jpg,https://stockx.com/nike-reactx-rejuven8-sail-womens
"Nike Mercurial Vapor 15 Elite AG-Pro
Pink Foam",DJ5167-601,,,https://stockx.com/nike-mercurial-vapor-15-elite-ag-pro-pink-foam
"Nike Mercurial Vapor 16 Academy TF
Glacier Blue Blue Orbit",FQ8449-400,,,https://stockx.com/nike-mercurial-vapor-16-academy-tf-glacier-blue-blue-orbit
"Nike Zoom Mercurial Vapor 16 Elite FG
Kylian Mbappé Grand Purple",FQ8683-500,,,https://stockx.com/nike-zoom-mercurial-vapor-16-elite-fg-kylian-mbappe-grand-purple
"Nike Mercurial Vapor 16 Pro TF
Glacier Blue Blue Orbit",FQ8687-400,,,https://stockx.com/nike-mercurial-vapor-16-pro-tf-glacier-blue-blue-orbit
"Nike Zoom Mercurial Vapor 16 Academy FG/MG
Kylian Mbappé Grand Purple",FQ8377-500,,,https://stockx.com/nike-zoom-mercurial-vapor-16-academy-fg-mg-kylian-mbappe-grand-purple
