Product Name,SKU,Description,Image URL,Product URL
"Nike Air Max Koko
Triple Black (Women's)",CI8798-003,"Nike's Air Max Koko Triple Black is a versatile sandal that has been specifically designed for women.

The Nike Air Max Koko Triple Black features a breathable mesh upper with a synthetic leather overlay for added support. The foam sole is comfortable and lightweight, and the Air Max unit in the heel provides cushioning while you walk. The sandal also has a speed lacing system designed to ease the process of taking them on and off. The finish on the upper features textile material for comfort with or without socks on. The shoe has a lace-up closure for a secure fit.

The Koko Triple Black (Women's) retailed at $100. It was released in 2021.",https://images.stockx.com/360/Nike-Air-Max-Koko-Triple-Black-W/Images/Nike-Air-Max-Koko-Triple-Black-W/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-max-koko-triple-black-w
"Nike ACG Air Zoom Gaiadome Gore-Tex
Obsidian Hyper Violet",DD2858-401,,https://images.stockx.com/360/Nike-ACG-Air-Zoom-Gaiadome-Gore-Tex-Obsidian-Hyper-Violet/Images/Nike-ACG-Air-Zoom-Gaiadome-Gore-Tex-Obsidian-Hyper-Violet/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-acg-air-zoom-gaiadome-gore-tex-obsidian-hyper-violet
"Nike ReactX Rejuven8
Apricot Agate (Women's)",HV5062-802,,https://images.stockx.com/360/Nike-ReactX-Rejuven8-Apricot-Agate-Womens/Images/Nike-ReactX-Rejuven8-Apricot-Agate-Womens/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-reactx-rejuven8-apricot-agate-womens
"Nike Air Rift
Triple Black Buckle Strap (Women's)",IB8881-001,,https://images.stockx.com/images/Nike-Air-Rift-Triple-Black-Buckle-Strap-Womens.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-rift-triple-black-buckle-strap-womens
"Nike Clogposite
Ironstone",HF2900-001,,https://images.stockx.com/360/Nike-Clogposite-Ironstone/Images/Nike-Clogposite-Ironstone/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-clogposite-ironstone
"Nike Mercurial Vapor 16 Elite FG
Prism Pack",FQ1457-301,,https://images.stockx.com/images/Nike-Mercurial-Vapor-16-Elite-FG-Prism-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-elite-fg-prism-pack
"Nike Mercurial Vapor 16 Elite AG
Prism Pack",FQ8693-301,,https://images.stockx.com/images/Nike-Mercurial-Vapor-16-Elite-AG-Prism-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-elite-ag-prism-pack
"Nike Mercurial Vapor 16 Academy TF
Black Deep Jungle",FQ8449-002,,https://images.stockx.com/images/Nike-Mercurial-Vapor-16-Academy-TF-Black-Deep-Jungle.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-academy-tf-black-deep-jungle
"Nike Cygnal
Baroque Brown",FV4332-200,,https://images.stockx.com/360/Nike-Cygnal-Baroque-Brown/Images/Nike-Cygnal-Baroque-Brown/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-cygnal-baroque-brown
"Nike Clogposite
Black",HJ4325-001,"The Nike Clogposite Black merges innovation and bold design by integrating Foamposite technology into a clog silhouette. Designed with comfort and style in mind, it combines Nike's advanced materials and modern aesthetics to produce a fashionable clog.

The Black Clogposite by Nike uses Foamposite, a lightweight and durable material initially developed for performance basketball shoes. The molded design adds to the structure and protection of the clog, while its glossy black finish gives it more of a classy feel. Large ventilation ports on the upper improve breathability, and the cushioned footbed offers extra comfort for everyday use. Drawing on Nike's history of pushing boundaries in footwear design, the Clogposite is a practical and stylish choice. Its slip-on functionality appeals to those seeking convenience without compromising quality.

As the experts, we enjoy the Nike Clogposite Black because it uses Foamposite technology for structural support and its optimized ventilation system, which provides breathability. This unique shoe retailed at $140 upon its release on 1st August 2024.",https://images.stockx.com/360/Nike-Clogposite-Black/Images/Nike-Clogposite-Black/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-clogposite-black
"Nike ReactX Rejuven8
Barely Volt (Women's)",HV5062-700,,https://images.stockx.com/360/Nike-ReactX-Rejuven8-Barely-Volt-Womens/Images/Nike-ReactX-Rejuven8-Barely-Volt-Womens/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-reactx-rejuven8-barely-volt-womens
"Nike Phantom Luna 2 Academy TF
Blue Fury White",FJ2566-400,,https://images.stockx.com/images/Nike-Phantom-Luna-2-Academy-TF-Blue-Fury-White.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-luna-2-academy-tf-blue-fury-white
"Nike Mercurial Superfly 10 Academy TF
Glacier Blue Blue Orbit",FQ8331-400,,https://images.stockx.com/images/Nike-Mercurial-Superfly-10-Academy-TF-Glacier-Blue-Blue-Orbit.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-superfly-10-academy-tf-glacier-blue-blue-orbit
"Nike Tiempo Legend 10 Elite FG
Copa White",DV4328-401,,https://images.stockx.com/images/Nike-Tiempo-Legend-10-Elite-FG-Copa-White.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-elite-fg-copa-white
"Nike Phantom GX 2 Elite FG
Mad Energy Pack",FJ2559-300,,https://images.stockx.com/360/Nike-Phantom-GX-2-Elite-FG-Mad-Energy-Pack/Images/Nike-Phantom-GX-2-Elite-FG-Mad-Energy-Pack/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-gx-2-elite-fg-mad-energy-pack
"Nike Mercurial Superfly 9 Elite AS FG High
Rising Gem Pack",FN5613-001,"The Nike Mercurial Superfly 9 Elite AS FG High Rising Gem Pack is a soccer cleat featuring an Atmosphere Grey Flyknit upper. The Superfly 9 Elite is defined by a Black oversized, textured Nike Swoosh that extends from the quarter over the tip and is balanced by oversized Air branding on the outer heel. The outsole’s iridescent finish highlights the Atmosphere Grey aesthetic.

American athletic wear brand Nike is known for advancing sneaker technology across a range of sports, and football / soccer gear is no exception. The Superfly 9 Elite was designed to be a championship-level cleat, and it features a special edition colorway, as well as a football designed Air Zoom unit for added speed.

In our opinion, the best feature of the Superfly 9 Elite is its iridescent plate, which is a bold yet subtle detail. The Nike Mercurial Superfly 9 Elite AS FG High Rising Gem Pack released on May 5, 2024, and retailed at $300.",https://images.stockx.com/360/Nike-Mercurial-Superfly-9-Elite-AS-FG-High-Rising-Gem-Pack/Images/Nike-Mercurial-Superfly-9-Elite-AS-FG-High-Rising-Gem-Pack/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-superfly-9-elite-as-fg-high-rising-gem-pack
"Nike Mercurial Vapor 16 Academy FG/MG
United Pack",HF1604-500,,https://images.stockx.com/images/Nike-Mercurial-Vapor-16-Academy-FG-MG-United-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-academy-fg-mg-united-pack
"Nike Phantom Luna 2 Elite FG
Mad Energy Pack",FJ2572-300,,https://images.stockx.com/images/Nike-Phantom-Luna-2-Elite-FG-Mad-Energy-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-luna-2-elite-fg-mad-energy-pack
"Nike Zoom Mercurial Vapor 16 Elite FG
Dream Speed Pack",FZ1392-300,,https://images.stockx.com/images/Nike-Zoom-Mercurial-Vapor-16-Elite-FG-Dream-Speed-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-zoom-mercurial-vapor-16-elite-fg-dream-speed-pack
"Nike Air Max Plus Golf
Players Championship",IB4415-100,,https://images.stockx.com/360/Nike-Air-Max-Plus-Golf-Players-Championship/Images/Nike-Air-Max-Plus-Golf-Players-Championship/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-max-plus-golf-players-championship
"Nike Mercurial Vapor 15 Elite AG-Pro
Pink Foam",DJ5167-601,,https://images.stockx.com/images/Nike-Mercurial-Vapor-15-Elite-AG-Pro-Pink-Foam.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-15-elite-ag-pro-pink-foam
"Nike Mercurial Vapor 16 Pro AG-Pro
Mad Energy Pack",FQ8684-800,,https://images.stockx.com/images/Nike-Mercurial-Vapor-16-Pro-AG-Pro-Mad-Energy-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-pro-ag-pro-mad-energy-pack
"Nike Mercurial Vapor 16 Pro TF
Glacier Blue Blue Orbit",FQ8687-400,,https://images.stockx.com/images/Nike-Mercurial-Vapor-16-Pro-TF-Glacier-Blue-Blue-Orbit.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-pro-tf-glacier-blue-blue-orbit
"Nike Air Rift
Triple Black (Women's)",HF5389-001,"The Nike Air Rift Triple Black (Women's) offers a versatile, comfortable, and casual yet rugged shoe designed for all sorts of fun, whether it's in the city, at the beach, or on the trail. The sneaker has been specifically sized for women.

This low-to-the-ground sneaker is comprised of black textile panels that overlap. The toebox panel sports a tonal embroidered Nike Swoosh, while the midfoot and heel panels feature black leather and webbing straps to help secure an overall foot fit. A lighter black foam midsole in an undulating pod design encapsulates Air for ultimate cushioning and features debossed Air branding. The outsole is lugged rubber that matches the midsole, providing rugged traction for any adventure.

The feature of this women's shoe that we most appreciate is the tongue area, which has been left open, offering this shoe and easy sandal vibe. The Nike Air Rift Triple Black (Women's) was released on May 18, 2024, for retail price of $120.",https://images.stockx.com/360/Nike-Air-Rift-Triple-Black-Womens/Images/Nike-Air-Rift-Triple-Black-Womens/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-rift-triple-black-womens
"Nike Phantom Luna 2 Elite AS FG
Elite Only Pack",HV4891-100,,https://images.stockx.com/360/Nike-Phantom-Luna-2-Elite-AS-FG-Elite-Only-Pack/Images/Nike-Phantom-Luna-2-Elite-AS-FG-Elite-Only-Pack/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-luna-2-elite-as-fg-elite-only-pack
"Nike Calm Mule SE
Sanddrift Fur (Women's)",FZ3119-100/FZ3118-100,,https://images.stockx.com/images/Nike-Calm-Mule-SE-Sanddrift-Fur-Womens.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-calm-mule-se-sanddrift-fur-womens
"Nike Phantom Luna 2 Elite FG
Metallic Gold Coin",FJ2572-100,,https://images.stockx.com/images/Nike-Phantom-Luna-2-Elite-FG-Metallic-Gold-Coin.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-luna-2-elite-fg-metallic-gold-coin
"Nike Tiempo Legend 10 Academy TF
Soar White",DV4342-400,,https://images.stockx.com/images/Nike-Tiempo-Legend-10-Academy-TF-Soar-White.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-academy-tf-soar-white
"Nike Mercurial Vapor 16 Pro TF
Black Deep Jungle",FQ8687-002,,https://images.stockx.com/images/Nike-Mercurial-Vapor-16-Pro-TF-Black-Deep-Jungle.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-pro-tf-black-deep-jungle
"Nike Air Max Thea Mid
Ale Brown (Women's)",859550-200,"The Nike Air Max Thea Mid Ale Brown (Women’s) is a women’s exclusive hybrid sneaker boot designed by Nike to provide the perfect blend of fashion and functionality.

The boot showcases a predominantly brown color scheme with brown covering the entire upper while the sole unit appears in clean white. It features a leather upper with elastic panels on the collar area making it easier to slip on and off. It also has a warm lining on the inside to keep your feet warm during cold seasons. This Air Max Thea retains the classic Nike branding elements which include an embossed Swoosh on the sides and a Nike logo on the heel tab.

What our experts love about the Nike Air Max Thea Mid Ale Brown (Women’s) is the visible air unit placed in the heel to provide cushioning on the foot while also absorbing impact between your foot and the ground. The women’s sized shoe was released for retail in January 2017 for $150.",https://images.stockx.com/360/Nike-Air-Max-Thea-Mid-Ale-Brown-W/Images/Nike-Air-Max-Thea-Mid-Ale-Brown-W/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-max-thea-mid-ale-brown-w
"Nike Diamond Turf 93 TD
49ers",HF5298-100,,https://images.stockx.com/360/Nike-Diamond-Turf-93-TD-49ers/Images/Nike-Diamond-Turf-93-TD-49ers/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-diamond-turf-93-td-49ers
"Nike Tiempo Legend 10 Elite LV8 FG
Elite Only Pack",HV4889-100,,https://images.stockx.com/360/Nike-Tiempo-Legend-10-Elite-LV8-FG-Elite-Only-Pack/Images/Nike-Tiempo-Legend-10-Elite-LV8-FG-Elite-Only-Pack/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-elite-lv8-fg-elite-only-pack
"Nike Magmascape SP
sacai Varsity Royal",FN0563-400,,https://images.stockx.com/360/Nike-Magmascape-SP-sacai-Varsity-Royal/Images/Nike-Magmascape-SP-sacai-Varsity-Royal/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-magmascape-sp-sacai-varsity-royal
"Nike Tiempo Legend 10 Elite Luxe FG
Montebelluna Leather Port Wine",FZ1487-600,"Made in Montebelluna, Italy, meaning premium materials and craftsmanship, this Nike Tiempo Legend 10 Elite Luxe FG Montebelluna Leather Port Wine picks up from where the 2022 Nike Tiempo Legend 9 Elite Luxe left off.

The Montebelluna Leather Port Wine Nike Tiempo Legend 10 Elite Luxe FG arrives draped in a deep burgundy red shade called Port Wine, showcasing a premium leather upper with tonal mesh collars and inner booties. A Bright Crimson Swoosh graces the midfoot, while an iridescent firm ground plate brings a contemporary touch underfoot. Embroidered details along the toe pay homage to classic Nike soccer boots, while fine details like a mini Italian flag, Montebelluna graphic insoles, and calligraphy-style branding at the heel further elevate the look.

What our experts love about the Nike Tiempo Legend 10 Elite Luxe FG Montebelluna Leather Port Wine is its premium construction. Crafted in Montebelluna, the cleat boasts premium materials and craftsmanship, as the city is home to Nike’s most prestigious cleat factory. The cleat debuted on January 30, 2025, for $265.",https://images.stockx.com/360/Nike-Tiempo-Legend-10-Elite-Luxe-FG-Montebelluna-Leather-Port-Wine/Images/Nike-Tiempo-Legend-10-Elite-Luxe-FG-Montebelluna-Leather-Port-Wine/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-elite-luxe-fg-montebelluna-leather-port-wine
"Nike Phantom GX 2 Academy TF
Black Deep Jungle",FJ2577-002,,https://images.stockx.com/images/Nike-Phantom-GX-2-Academy-TF-Black-Deep-Jungle.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-gx-2-academy-tf-black-deep-jungle
"Nike Zoom Mercurial Vapor 16 Pro FG
Ocean Cube Pink Blast",FQ8685-301,,https://images.stockx.com/images/Nike-Zoom-Mercurial-Vapor-16-Pro-FG-Ocean-Cube-Pink-Blast.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-zoom-mercurial-vapor-16-pro-fg-ocean-cube-pink-blast
"Nike Mercurial Vapor 16 Elite FG
Black Deep Jungle",FQ1457-002,,https://images.stockx.com/360/Nike-Mercurial-Vapor-16-Elite-FG-Black-Deep-Jungle/Images/Nike-Mercurial-Vapor-16-Elite-FG-Black-Deep-Jungle/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-vapor-16-elite-fg-black-deep-jungle
"Nike Phantom GX 2 Elite AG
Mad Energy Pack",FJ2554-300,,https://images.stockx.com/360/Nike-Phantom-GX-2-Elite-AG-Mad-Energy-Pack/Images/Nike-Phantom-GX-2-Elite-AG-Mad-Energy-Pack/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-gx-2-elite-ag-mad-energy-pack
"Nike Tiempo Legend 10 Elite FG
Metallic Silver Volt Black",DV4328-001,,https://images.stockx.com/images/Nike-Tiempo-Legend-10-Elite-FG-Metallic-Silver-Volt-Black.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-elite-fg-metallic-silver-volt-black
"Nike Lunar Force 1 Duckboot
Baroque Brown",DZ5320-201,,https://images.stockx.com/360/Nike-Lunar-Force-1-Duckboot-Baroque-Brown/Images/Nike-Lunar-Force-1-Duckboot-Baroque-Brown/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-lunar-force-1-duckboot-baroque-brown
"Nike Zoom Mercurial Superfly 9 Elite FG
Pink Foam",DJ4977-601,"The Nike Zoom Mercurial Superfly 9 Elite FG Pink Foam fuses innovative football technology with daring design. This performance-focused, sock-style boot delivers a visually striking pink hue, precision engineering, and a tailored fit to boost every on-field experience.

The Pink Foam Zoom Mercurial Superfly 9 Elite FG by Nike features a Flyknit upper with a lightweight, adaptive structure designed for speed. The striking pink base is accented with subtle graphics and Nike branding in black to give you an eye-catching look on the pitch. This boot integrates a Vaporposite+ material that improves ball control while still being breathable. The Mercurial line debuted in 1998, consistently pushing boundaries in football gear innovation by combining cutting-edge technology with dynamic aesthetics.

Something we love about the Nike Zoom Mercurial Superfly 9 Elite FG Pink Foam is its Zoom Air unit, which optimizes responsiveness during sprints, and its chevron-studded soleplate, designed for multidirectional traction. This model retailed at $285 when it released on May 1, 2024.",https://images.stockx.com/360/Nike-Zoom-Mercurial-Superfly-9-Elite-FG-Pink-Foam/Images/Nike-Zoom-Mercurial-Superfly-9-Elite-FG-Pink-Foam/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-zoom-mercurial-superfly-9-elite-fg-pink-foam
"Nike Vapor Edge 360 Untouchable Mid
Aluminum Football Grey",FQ0235-400,,https://images.stockx.com/360/Nike-Vapor-Edge-360-Untouchable-Mid-Blue/Images/Nike-Vapor-Edge-360-Untouchable-Mid-Blue/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-vapor-edge-360-untouchable-mid-blue
"Nike Air Max Plus Golf
Black Leather",FZ4150-001,,https://images.stockx.com/images/Nike-Air-Max-Plus-Golf-Black-Leather.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-max-plus-golf-black-leather
"Nike Phantom GX 2 Elite FG
United Pack",HF1597-500,,https://images.stockx.com/images/Nike-Phantom-GX-2-Elite-FG-United-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-gx-2-elite-fg-united-pack
"Nike Calm Mule SE
Black Fur (Women's)",FZ3119-001/FZ3118-001,,https://images.stockx.com/images/Nike-Calm-Mule-SE-Black-Fur-Womens.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-calm-mule-se-black-fur-womens
"Nike Mercurial Superfly 10 Academy FG/MG
Kylian Mbappe",FQ8293-800,,https://images.stockx.com/360/Nike-Mercurial-Superfly-10-Academy-FG-MG-Kylian-Mbappe/Images/Nike-Mercurial-Superfly-10-Academy-FG-MG-Kylian-Mbappe/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-mercurial-superfly-10-academy-fg-mg-kylian-mbappe
"Nike Tiempo Legend 10 Elite AG-Pro
Mad Energy Pack",DV4330-800,,https://images.stockx.com/images/Nike-Tiempo-Legend-10-Elite-AG-Pro-Mad-Energy-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-elite-ag-pro-mad-energy-pack
"Nike ReactX Rejuven8
Black Cool Grey Volt (GS)",IF1746-003,,https://images.stockx.com/images/Nike-ReactX-Rejuven8-Black-Cool-Grey-Volt-GS.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-reactx-rejuven8-black-cool-grey-volt-gs
"Nike Air Rift
Black White (GS)",322359-014,,https://images.stockx.com/images/Nike-Air-Rift-Black-White-GS.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-rift-black-white-gs
"Nike Phantom Luna 2 Elite FG
Pink Foam",FJ2572-600,"The Nike Phantom Luna 2 Elite FG Pink Foam is an elite-level soccer boot with the latest sporting technology and design. Now you can play in a shoe worn by some of the biggest stars on the planet.

This Luna Nike Phantom model provides superior ball control, thanks to the sticky Nike Gripknit material on the striking part of the boot. This covers a large area, from the toes over the laces. A micro-molding surface texture adds to the stickiness. The pink foam colorway has a gradient effect, darker at the front and almost translucent at the heel.

Our experts were very impressed by this boot's athletic performance. The Nike Cyclone 360 traction design really improves agility and gives the confidence to make quick changes in direction. Its high ankle cuff provides excellent support and is reinforced with Nike's asymmetrical Flyknit cuff material. The Nike Phantom Luna 2 Elite FG Pink Foam was released on May 28, 2024, priced at $285.",https://images.stockx.com/360/Nike-Phantom-Luna-2-Elite-FG-Pink-Foam/Images/Nike-Phantom-Luna-2-Elite-FG-Pink-Foam/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-phantom-luna-2-elite-fg-pink-foam
"Nike Tiempo Legend 10 Academy TF
Black Deep Jungle",DV4342-002,,https://images.stockx.com/images/Nike-Tiempo-Legend-10-Academy-TF-Black-Deep-Jungle.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-academy-tf-black-deep-jungle
"Nike Tiempo Legend 10 Academy TF
Metallic Silver Volt Black",DV4342-001,,https://images.stockx.com/images/Nike-Tiempo-Legend-10-Academy-TF-Metallic-Silver-Volt-Black.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-tiempo-legend-10-academy-tf-metallic-silver-volt-black
"Nike Air Rift
Healing Orange (Women's)",HM8288-800,,https://images.stockx.com/images/Nike-Air-Rift-Healing-Orange-Womens.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-rift-healing-orange-womens
"Nike Clogposite
Dusty Cactus",HJ4478-001,,https://images.stockx.com/images/Nike-Clogposite-Dusty-Cactus.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-clogposite-dusty-cactus
"Nike Zoom Mercurial Superfly 10 Elite LV8 FG
Elite Only Pack",HV4888-100,,https://images.stockx.com/images/Nike-Zoom-Mercurial-Superfly-10-Elite-LV8-FG-Elite-Only-Pack.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-zoom-mercurial-superfly-10-elite-lv8-fg-elite-only-pack
"Nike Manoa
Black",456975-001,"The Nike Manoa Black is a rugged and versatile boot designed for the modern adventurer. Featuring a sleek all-black colorway, this shoe combines style with functionality, making it perfect for both urban environments and outdoor excursions. The durable leather upper provides excellent protection against the elements, while the padded collar and tongue offer enhanced comfort and support for all-day wear.

Built to withstand various terrains, the Nike Manoa boasts a robust rubber outsole with deep lugs for superior traction on both wet and dry surfaces. The boot's interior is lined with soft fabric, ensuring a comfortable fit and reducing friction during extended use. With its timeless design and practical features, the Nike Manoa Black is an excellent choice for those seeking a reliable and stylish footwear option. Our experts state this product is great for individuals who need a dependable boot that can transition seamlessly from outdoor activities to casual everyday wear.",https://images.stockx.com/360/Nike-Manoa-Black/Images/Nike-Manoa-Black/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-manoa-black
"Nike Air Force 1 Duckboot
Black Neutral Olive",DZ5320-001,,https://images.stockx.com/360/Nike-Air-Force-1-Duckboot-Black-Neutral-Olive/Images/Nike-Air-Force-1-Duckboot-Black-Neutral-Olive/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-air-force-1-duckboot-black-neutral-olive
"Nike ReactX Rejuven8 Slide
Pinksicle (Women's)",HV4484-600,,https://images.stockx.com/images/Nike-ReactX-Rejuven8-Slide-Pinksicle-Womens.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-reactx-rejuven8-slide-pinksicle-womens
"Nike ReactX Rejuven8
Glacier Blue (Women's)",HV5062-400,"Introducing the Nike ReactX Rejuven8 Glacier Blue, a stunning addition to Nike's women's footwear collection. These shoes blend style and comfort seamlessly, featuring a refreshing Glacier Blue colorway accented with Metallic Silver and University Blue details. The ReactX technology provides responsive cushioning, ensuring all-day comfort whether you're hitting the gym or running errands. The Rejuven8 model showcases Nike's commitment to innovative design, with a sleek silhouette that's both modern and versatile. The breathable upper material keeps your feet cool, while the durable outsole offers excellent traction on various surfaces. With its eye-catching aesthetics and performance-driven features, this shoe is perfect for active women who refuse to compromise on style or functionality. Our experts state this product is great for women seeking a comfortable, stylish sneaker that can transition effortlessly from workouts to casual outings. The ReactX Rejuven8 Glacier Blue combines cutting-edge technology with trendy design, making it a must-have for fashion-forward fitness enthusiasts.",https://images.stockx.com/360/Nike-ReactX-Rejuven8-Glacier-Blue-Womens/Images/Nike-ReactX-Rejuven8-Glacier-Blue-Womens/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-reactx-rejuven8-glacier-blue-womens
"Nike Zoom Mercurial Superfly 10 Elite FG
Mad Energy Pack",FQ1454-800,,https://images.stockx.com/360/Nike-Zoom-Mercurial-Superfly-10-Elite-FG-Mad-Energy-Pack/Images/Nike-Zoom-Mercurial-Superfly-10-Elite-FG-Mad-Energy-Pack/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-zoom-mercurial-superfly-10-elite-fg-mad-energy-pack
"Nike ReactX Rejuven8 Slide
Triple Black (Women's)",HV4484-001,,https://images.stockx.com/images/Nike-ReactX-Rejuven8-Slide-Triple-Black-Womens.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-reactx-rejuven8-slide-triple-black-womens
"Nike ZoomX Dragonfly 2 FP
Blueprint Pack",FD8414-900,,https://images.stockx.com/360/Nike-ZoomX-Dragonfly-2-FP-Blueprint-Pack/Images/Nike-ZoomX-Dragonfly-2-FP-Blueprint-Pack/Lv2/img01.jpg?w=576&q=60&dpr=3&updated_at=1744392270&h=384%201x,https://stockx.com/nike-zoomx-dragonfly-2-fp-blueprint-pack
